artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,valid_match,sp_async_delta,sp_async_cor_onset,sp_async_cor_vel,sp_async_voice_std,sp_duration_percentage,sp_key_overlap_ratio,sp_kor_repeated,sp_kor_staccato,sp_kor_legato,sp_tempo_std,sp_dynamics_agreement,sp_dynamics_consistency_std,sp_phrasing_rubato_w,sp_phrasing_rubato_q
Sviatoslav Richter,0.0,"13 Preludes, Op. 32 (Excerpts): No. 10 in B Minor [Live]",320.6,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00044.mid",https://www.youtube.com/watch?v=QQpqZq4fsy8,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00044_match.csv",0.06365156389452324,0.5725543930907881,0.5678472534579179,0.022716767448391028,0.7031013072227059,-0.3367765611280087,-0.6346486752610464,-0.3932243728800704,,39.6948890729181,,,0.4172278253931866,-1.3268541803573668
Sviatoslav Richter,0.0,"13 Préludes, Op. 32: No. 10 in B Minor (Lento) [Live]",320.346,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00045.mid",https://www.youtube.com/watch?v=cYo7DbPFEqw,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00045_match.csv",0.046350971544715444,0.5050458815054187,0.47530791290581204,0.014977669337435941,0.7796800449837084,-0.33624205596017265,-0.5685424663270944,-0.45039448516563485,,38.33678923325973,,,0.7491975854445081,-2295.258334487155
Sviatoslav Richter,0.0,"Seven Preludes from Op. 32: No. 10 in B Minor, Lento",325.0,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00046.mid",https://www.youtube.com/watch?v=aYM9Yl30XpE,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00046_match.csv",0.03848227405857842,0.4684429890319982,0.5600198543227031,0.012414566691800187,0.7716602824451031,-0.31864369749381793,-0.5685268997220096,-0.39608468263014945,,35.38368330531897,,,0.6736420892420709,-14.3613512817526
Sviatoslav Richter,0.0,"Preludes, Op. 32: No. 10 in B Minor",319.293,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00047.mid",https://www.youtube.com/watch?v=CwHXF6lq9c8,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00047_match.csv",0.04833659839357481,0.49805734704269766,0.5083099622859389,0.016803584705252977,0.7902655412538612,-0.31161815984999597,-0.5679727177814886,-0.45694550123378586,,39.59097770648481,,,0.7485717892446788,-611.5357214898887
Vladimir Ashkenazy,6.0,"13 Preludes, Op. 32: No. 10 in B Minor: Lento",360.666,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00048.mid",https://www.youtube.com/watch?v=qmXNL1Kk9Mw,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00048_match.csv",0.03551488822355277,0.3166755707967485,0.4128073840267879,0.01024017069979285,0.7621147567176553,-0.29184663738759736,-0.5977460408529662,-0.4218479523514691,,38.23305434753435,,,0.42147812976340915,-821.3834697810378
Vladimir Ashkenazy,6.0,"13 Preludes, Op. 32: No. 10 in B Minor: Lento",356.56,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00049.mid",https://www.youtube.com/watch?v=iusf9vlQZ8o,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00049_match.csv",0.03531671717171685,0.2977458289368716,0.43952339886884556,0.009841985408003882,0.781083046728821,-0.30328199268178396,-0.5587365532368176,-0.4066366857684471,,36.312763388302095,,,0.4271834096655709,-834.4955764886597
Valentina Lisitsa,42.0,13 Préludes op.32: No.10 in B minor: Lento - Live At The Royal Albert Hall/2012,335.76,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00050.mid",https://www.youtube.com/watch?v=4YmXtzaBzIY,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00050_match.csv",0.050310385858585355,0.21405680889249784,0.3738489372467273,0.017296824858688244,0.8567880656049223,-0.308445987007185,-0.5387928506372733,-0.4074652311789804,,47.10427257126981,,,0.46788615606906164,-934.3028546212207
Yuja Wang,14.0,"Prelude in B Minor, Op. 32, No. 10 - Live at Philharmonie, Berlin / 2018",336.746,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00051.mid",https://www.youtube.com/watch?v=f0_gkxGsEXk,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00051_match.csv",0.04530621485943706,0.1796676919189997,0.30538226026699256,0.015805379949854537,0.9151308905173153,-0.2407458164569705,-0.5239911437503201,-0.33352682193746613,,37.224596328985925,,,0.5255039585022874,-1103.0811579971864
Zoltán Kocsis,33.0,"Prelude in B minor, Op.32, No.10",332.0,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00052.mid",https://www.youtube.com/watch?v=7Po-BUHSZlU,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00052_match.csv",0.033666292490117475,0.3602682583539617,0.40265667383494963,0.01121180349463918,0.9126853672240708,-0.2543152969460117,-0.5659479719679672,-0.3261851161485406,,39.255380287672054,,,0.8263748685663744,-3719.3535831150375
Lazar Berman,47.0,"Prelude In B Minor, Op.32, No.10: Lento",337.0,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00053.mid",https://www.youtube.com/watch?v=y7jGZWq2Kdk,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00053_match.csv",0.028952827111983544,0.465501464908933,0.5536295468409287,0.007904828338069707,0.9245974328176092,-0.21932142662376264,-0.5110363167000331,-0.32293827094974786,,27.229311094685393,,,0.6775791266125384,-1823.5425788058308
Lazar Berman,47.0,"Prelude In B Minor, Op.32, No.10: Lento",338.026,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00054.mid",https://www.youtube.com/watch?v=lCjla77tXHY,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00054_match.csv",0.03047234184675893,0.49081970436783,0.5520883624131764,0.008216114536494843,0.8989859588704253,-0.2155210321065269,-0.5225530855509021,-0.30976377643147746,,26.194383122962744,,,0.6554467986258469,-1.050819671840011
Vladimir Ashkenazy,6.0,"13 Preludes, Op. 32: No. 5 in G Major: Moderato",198.533,Sergei Rachmaninoff,10,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._5_in_G_Major:_Moderato/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._5_in_G_Major:_Moderato/00055.mid",https://www.youtube.com/watch?v=IZLBibO1nQc,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._5_in_G_Major:_Moderato/00055_match.csv",0.1305076551724136,0.20227791834912026,0.42084640267895385,0.050752924878248715,1.698033349644444,0.0027734872840028658,-0.5869701492187791,,,84.20336112195459,,,0.29173593398592323,-0.1402241323234116
Vladimir Ashkenazy,6.0,"Etudes-Tableaux, Op.39: No.6 in A Minor",152.92,Sergei Rachmaninoff,57,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/Rachmaninov_Etude-Tableau_op._39_no._6.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00159.mid",https://www.youtube.com/watch?v=Dg425N6mZT8,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00159_match.csv",0.01715981281618878,0.2404625392581624,0.31809442103360175,0.006499061956051205,0.8070427843482098,-0.3273992038891139,-0.4859925689813664,-0.3703089294984592,,56.47380753186068,,,0.371729860018328,-2.0642370982004725
Yuja Wang,14.0,"Études-Tableaux, Op. 39: No. 6 in A Minor",151.28,Sergei Rachmaninoff,57,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/Rachmaninov_Etude-Tableau_op._39_no._6.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00160.mid",https://www.youtube.com/watch?v=GK2yDsxZi1o,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00160_match.csv",0.01416669166666673,0.13243333643870364,0.30825069442011244,0.005207380930642893,0.7593925040212582,-0.35991194092159307,-0.4732472499675661,-0.3771786224664716,,56.58620937686825,-1.0,9.911640010594136,0.4259836295780444,-1.7379147139590545
Evgeny Kissin,20.0,"Études-tableaux, Op. 39: No. 6 in A Minor",180.02599999999995,Sergei Rachmaninoff,57,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/Rachmaninov_Etude-Tableau_op._39_no._6.mxl","Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00161.mid",https://www.youtube.com/watch?v=vAT-kKD0AOA,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.6_in_A_Minor/00161_match.csv",0.018964941780822114,0.3524832813286568,0.40787591229975284,0.007139344456334323,0.7697070659905793,-0.33797131104955463,-0.50554634964212,-0.3997523756797935,,68.77933033153336,1.0,14.101302199380463,0.7502751850920324,-2470.207858049116
